date,vendor_id,vendor_type,vendor_rating,bid_amount,base_price,quality_score,won
2024-12-13 18:35:06.366091,143,2,3.67,200102.57,167139.77,0.9506,1
2025-01-07 18:35:06.366091,38,2,4.43,176403.22,147779.17,0.6738,0
2025-02-07 18:35:06.366091,180,0,3.18,46657.88,43363.97,0.6587,0
2024-12-05 18:35:06.366091,106,1,3.92,76373.07,69260.29,0.9184,1
2025-09-23 18:35:06.366091,43,1,2.65,86017.57,80400.58,0.4406,0
2025-01-22 18:35:06.366091,135,0,3.38,92890.52,90618.61,0.4298,1
2025-11-04 18:35:06.366091,165,0,2.49,63637.6,58270.18,0.7087,1
2025-03-08 18:35:06.366091,4,1,2.62,127765.57,117953.3,0.6329,0
2025-03-15 18:35:06.366091,37,1,4.29,47859.43,44409.88,0.6608,0
2024-12-28 18:35:06.366091,7,1,3.52,50964.03,49321.69,0.2352,0
2025-03-02 18:35:06.366091,133,1,4.02,66805.59,60707.5,0.6833,0
2025-04-18 18:35:06.366091,113,2,4.38,89601.36,78018.69,0.6442,1
2025-05-09 18:35:06.366091,8,2,3.72,126770.67,104094.82,0.6088,0
2025-09-18 18:35:06.366091,170,2,3.45,85229.56,71909.87,0.4321,0
2025-06-22 18:35:06.366091,129,0,3.61,99342.22,99922.72,0.1213,0
2024-12-18 18:35:06.366091,124,1,3.78,116900.89,103282.27,0.8089,0
2025-05-10 18:35:06.366091,149,2,4.3,95351.07,82375.28,0.5732,0
2025-02-26 18:35:06.366091,60,0,3.65,82439.69,86778.63,0.3936,0
2025-04-15 18:35:06.366091,60,0,2.8,60265.76,57639.68,0.4422,1
2024-12-24 18:35:06.366091,155,2,3.79,86157.04,74374.05,0.5424,0
2025-06-24 18:35:06.366091,65,2,4.16,125128.59,107761.96,0.3489,0
2025-05-26 18:35:06.366091,61,1,3.54,73794.77,67634.58,0.6811,1
2025-08-20 18:35:06.366091,48,0,3.57,52039.23,49303.06,0.8682,0
2025-01-03 18:35:06.366091,105,0,2.28,112543.55,118466.9,0.3034,0
2025-07-05 18:35:06.366091,81,0,2.71,70592.4,71922.25,0.0917,0
2025-08-19 18:35:06.366091,195,0,2.94,67348.71,67894.32,0.2173,0
2025-06-25 18:35:06.366091,99,0,3.57,49817.98,47078.4,0.9294,1
2024-11-29 18:35:06.366091,107,2,4.61,142663.8,120419.21,0.5579,0
2024-12-05 18:35:06.366091,61,1,3.62,98448.48,86273.67,0.7446,1
2025-07-27 18:35:06.366091,62,2,4.02,173802.48,149493.0,0.3034,0
2024-12-04 18:35:06.366091,161,2,4.34,148506.64,134934.13,0.3161,0
2025-04-12 18:35:06.366091,54,0,4.13,82926.07,81167.44,0.8355,1
2025-09-15 18:35:06.366091,184,1,4.0,95596.26,89918.98,0.3775,0
2025-05-08 18:35:06.366091,130,1,3.16,48635.72,45790.23,0.3146,0
2025-10-26 18:35:06.366091,145,1,3.97,89975.68,84917.12,0.3451,1
2025-04-20 18:35:06.366091,100,1,3.61,92691.76,90217.09,0.6269,1
2025-10-07 18:35:06.366091,173,2,3.07,131700.88,120193.03,0.2692,0
2025-05-18 18:35:06.366091,48,0,3.87,76732.3,72176.17,0.4422,1
2025-08-12 18:35:06.366091,101,2,4.23,101098.67,87955.86,0.4677,0
2024-12-20 18:35:06.366091,38,2,4.25,108808.11,92335.3,0.6988,1
2025-04-13 18:35:06.366091,137,2,3.01,135618.33,115147.6,0.5569,0
2024-11-18 18:35:06.366091,32,2,3.02,188172.82,159631.6,0.847,1
2025-09-28 18:35:06.366091,77,2,4.76,89174.09,79668.52,0.4644,0
2025-10-26 18:35:06.366091,152,2,4.5,171365.54,153107.74,0.2095,1
2025-02-08 18:35:06.366091,58,1,3.32,96829.82,85587.9,0.7901,1
2024-11-15 18:35:06.366091,82,1,4.03,100390.58,95973.48,0.3914,1
2025-08-23 18:35:06.366091,174,0,3.22,75811.21,76495.8,0.3314,0
2025-03-10 18:35:06.366091,74,2,4.41,163569.76,137511.12,0.531,0
2025-03-26 18:35:06.366091,85,1,3.41,101234.43,105835.73,0.14,0
2025-04-20 18:35:06.366091,42,0,3.51,101262.01,97232.91,0.4245,1
2025-04-02 18:35:06.366091,123,0,3.72,76691.25,70421.03,0.8211,0
2024-12-25 18:35:06.366091,121,1,4.52,116781.05,107458.2,0.3649,0
2025-04-28 18:35:06.366091,112,1,4.23,50807.3,46379.07,0.3747,1
2024-12-17 18:35:06.366091,116,2,4.2,143805.61,118834.07,0.8499,1
2025-07-21 18:35:06.366091,89,2,2.97,102803.91,87024.66,0.623,0
2025-09-21 18:35:06.366091,128,2,4.23,85342.66,73126.14,0.3854,0
2025-03-19 18:35:06.366091,63,0,3.12,56432.61,55108.94,0.4804,0
2025-07-04 18:35:06.366091,51,0,3.26,119059.16,114791.06,0.6773,0
2025-03-27 18:35:06.366091,102,0,4.56,102281.47,91483.64,0.7914,0
2025-05-15 18:35:06.366091,160,1,4.44,98917.91,91303.55,0.7032,1
2025-08-16 18:35:06.366091,142,1,4.31,122986.86,109500.38,0.8518,1
2024-12-07 18:35:06.366091,97,1,4.13,117866.3,115746.03,0.3103,1
2025-03-16 18:35:06.366091,129,0,2.0,65029.05,64447.44,0.2518,0
2025-01-02 18:35:06.366091,159,0,2.95,106311.9,104380.83,0.3815,1
2025-08-09 18:35:06.366091,46,1,2.95,125583.56,116104.28,0.4676,0
2025-05-28 18:35:06.366091,120,0,2.43,92896.47,87528.26,0.6766,0
2025-09-09 18:35:06.366091,29,2,4.2,208536.94,167585.43,0.7457,0
2024-11-11 18:35:06.366091,30,0,2.82,98196.72,99718.24,0.3517,0
2025-04-03 18:35:06.366091,126,0,3.36,73177.64,73494.94,0.4197,0
2025-04-19 18:35:06.366091,75,0,4.87,48664.52,48208.98,0.4084,0
2025-02-12 18:35:06.366091,60,0,3.58,86405.96,88327.74,0.128,0
2025-07-26 18:35:06.366091,44,2,5.0,160767.11,139445.87,0.4777,0
2025-06-21 18:35:06.366091,139,1,2.47,133608.39,116820.28,0.6701,0
2025-02-23 18:35:06.366091,115,1,3.43,48806.62,46610.38,0.345,0
2025-03-31 18:35:06.366091,192,0,3.85,114072.87,115904.77,0.291,1
2024-11-07 18:35:06.366091,6,0,2.07,104246.54,109733.21,0.2013,0
2025-01-24 18:35:06.366091,66,0,3.33,47041.15,47842.15,0.1144,0
2024-12-14 18:35:06.366091,9,0,3.33,55545.57,54051.66,0.4347,0
2024-12-18 18:35:06.366091,20,2,3.36,172917.28,139395.32,0.8833,1
2025-06-04 18:35:06.366091,79,1,4.58,46543.88,45576.79,0.4794,0
2025-05-22 18:35:06.366091,187,1,2.32,105185.24,104394.13,0.0,0
2025-03-04 18:35:06.366091,47,2,3.8,175109.14,150089.54,0.6274,0
2024-11-09 18:35:06.366091,45,0,4.45,43998.25,41972.74,0.6232,1
2025-05-01 18:35:06.366091,23,2,3.44,185043.15,167890.1,0.6264,0
2025-05-15 18:35:06.366091,72,0,3.75,120913.32,114918.98,0.7945,1
2025-10-28 18:35:06.366091,82,1,4.0,112875.12,102292.93,0.8831,1
2024-11-16 18:35:06.366091,174,0,3.9,50921.01,49264.53,0.7878,1
2024-11-14 18:35:06.366091,79,1,3.1,64443.08,58744.95,0.6265,0
2025-07-14 18:35:06.366091,176,2,4.78,225558.53,191588.29,0.4123,1
2025-10-28 18:35:06.366091,88,1,3.23,118826.73,112139.6,0.2007,0
2025-03-17 18:35:06.366091,161,2,4.92,82305.08,70628.77,0.616,1
2025-11-01 18:35:06.366091,160,1,3.75,93422.79,85271.12,0.9057,0
2025-02-27 18:35:06.366091,99,0,3.79,71314.27,66373.6,0.9576,1
2024-11-08 18:35:06.366091,85,1,3.65,107899.22,99364.51,0.9099,0
2025-06-11 18:35:06.366091,13,1,2.29,114018.4,103114.0,0.437,0
2025-05-08 18:35:06.366091,44,2,4.38,150882.96,129382.79,0.5188,0
2025-01-24 18:35:06.366091,185,2,4.55,102540.06,85969.51,1.0,0
2025-04-04 18:35:06.366091,70,1,3.19,129548.19,119834.69,0.8331,0
2025-09-02 18:35:06.366091,197,2,4.35,220007.04,190690.73,0.6812,0
2024-12-29 18:35:06.366091,38,2,4.32,193177.68,165040.96,0.6239,1
2025-06-12 18:35:06.366091,119,2,4.01,84484.46,72950.86,0.8612,0
2025-07-30 18:35:06.366091,134,2,4.85,103394.73,85933.83,1.0,1
2025-04-09 18:35:06.366091,44,2,2.67,163943.5,143670.64,0.701,1
2025-07-12 18:35:06.366091,19,1,4.37,121586.15,112161.94,0.7398,0
2024-11-29 18:35:06.366091,39,0,1.78,72829.25,74704.75,0.3151,0
2025-10-13 18:35:06.366091,58,1,2.74,80164.81,74857.71,0.6818,1
2025-01-02 18:35:06.366091,45,0,3.48,123454.97,118128.19,0.7877,1
2025-02-25 18:35:06.366091,149,2,4.21,103483.89,97663.06,0.1852,0
2025-06-28 18:35:06.366091,24,0,4.36,117392.71,111020.74,0.6588,1
2024-12-15 18:35:06.366091,65,2,5.0,143837.36,126013.24,0.7147,0
2025-04-10 18:35:06.366091,6,0,3.54,69364.17,66173.46,0.6685,1
2025-06-26 18:35:06.366091,164,2,5.0,89384.12,75251.36,0.8078,1
2025-02-05 18:35:06.366091,108,0,3.77,91120.01,89175.05,0.5696,0
2025-01-17 18:35:06.366091,59,2,3.92,171616.31,144868.88,0.6451,1
2025-10-10 18:35:06.366091,62,2,4.23,119690.0,108277.53,0.3776,0
2025-03-20 18:35:06.366091,183,0,2.98,50152.23,46731.98,0.6357,0
2025-02-04 18:35:06.366091,66,0,3.03,109460.51,103840.25,0.8301,1
2025-01-03 18:35:06.366091,60,0,3.19,119176.7,107803.42,0.7668,0
2024-11-27 18:35:06.366091,85,1,3.58,96370.37,88358.11,0.9011,1
2024-12-06 18:35:06.366091,132,0,4.88,99838.9,92208.92,0.764,1
2025-01-10 18:35:06.366091,83,2,4.51,166318.73,139016.68,0.7843,1
2025-07-23 18:35:06.366091,65,2,4.86,159659.18,138987.84,0.5548,0
2025-02-09 18:35:06.366091,92,2,3.38,100484.77,87517.39,0.748,0
2025-10-19 18:35:06.366091,83,2,4.43,200689.23,167840.97,0.8212,0
2025-09-28 18:35:06.366091,73,1,3.6,64486.96,59419.16,0.2979,0
2025-06-24 18:35:06.366091,37,1,2.32,127752.77,115831.74,0.6447,0
2024-12-30 18:35:06.366091,85,1,3.89,61887.37,57685.37,0.5423,0
2025-07-11 18:35:06.366091,145,1,3.08,117003.18,113662.98,0.2511,0
2025-01-03 18:35:06.366091,144,0,2.01,73932.15,72804.68,0.0388,0
2024-12-10 18:35:06.366091,14,2,4.46,96106.72,81568.97,0.9048,0
2025-10-01 18:35:06.366091,36,0,2.93,118824.43,115441.1,0.493,0
2025-04-06 18:35:06.366091,47,2,4.21,139534.23,117092.84,0.9494,1
2025-09-26 18:35:06.366091,167,2,3.04,181633.99,152982.82,0.3015,0
2024-12-06 18:35:06.366091,186,0,3.71,129181.98,117133.87,0.7778,1
2025-08-07 18:35:06.366091,71,2,4.2,150545.63,121728.67,0.8203,1
2025-09-12 18:35:06.366091,136,1,4.32,90152.18,85527.16,0.6708,0
2025-03-10 18:35:06.366091,109,1,3.11,73750.75,65542.31,0.9132,1
2025-01-08 18:35:06.366091,49,1,3.27,80420.35,71556.53,0.672,0
2025-10-01 18:35:06.366091,3,0,2.59,82167.69,73736.15,0.8114,0
2025-09-09 18:35:06.366091,179,2,5.0,199156.32,183693.8,0.6395,0
2025-03-31 18:35:06.366091,81,0,3.64,118571.74,114411.54,0.7084,1
2025-08-26 18:35:06.366091,113,2,3.83,143900.23,118784.16,0.9692,0
2025-10-16 18:35:06.366091,35,2,4.93,76664.83,66116.83,0.7053,1
2024-11-28 18:35:06.366091,152,2,4.7,201364.21,171328.07,0.6034,0
2025-04-03 18:35:06.366091,10,1,4.9,65064.73,60403.27,0.31,0
2024-12-28 18:35:06.366091,15,0,4.06,123111.58,118877.0,0.5627,1
2025-08-25 18:35:06.366091,35,2,3.97,101025.02,85568.07,0.8235,0
2025-08-06 18:35:06.366091,192,0,3.78,97704.74,93346.38,0.7551,1
2025-04-20 18:35:06.366091,97,1,4.19,113056.91,99134.01,0.6242,0
2025-02-11 18:35:06.366091,76,1,3.41,86162.37,76819.8,0.8754,1
2024-11-23 18:35:06.366091,168,0,3.66,111377.6,106759.86,0.3536,0
2025-07-20 18:35:06.366091,143,2,4.06,192519.59,162914.15,1.0,0
2025-09-07 18:35:06.366091,38,2,4.67,174749.73,147987.85,0.931,0
2025-07-30 18:35:06.366091,88,1,2.91,128168.42,115932.83,0.2693,0
2025-07-14 18:35:06.366091,121,1,4.01,64175.75,60849.51,0.5979,0
2025-08-02 18:35:06.366091,45,0,4.31,69988.11,68529.6,0.3267,0
2025-07-17 18:35:06.366091,142,1,1.48,83529.19,81370.97,0.2232,1
2024-11-12 18:35:06.366091,117,0,2.65,112490.2,109631.85,0.3019,0
2025-01-25 18:35:06.366091,110,2,4.71,162188.51,146760.0,0.4561,1
2025-02-05 18:35:06.366091,42,0,3.04,111249.56,106875.34,0.5442,1
2025-04-06 18:35:06.366091,42,0,3.14,122493.64,114294.72,0.903,1
2025-01-22 18:35:06.366091,189,0,3.2,45646.22,42696.4,0.4749,1
2025-07-27 18:35:06.366091,99,0,3.92,43741.51,42144.47,0.3655,0
2024-11-23 18:35:06.366091,56,2,3.6,95226.65,81506.45,0.5029,0
2025-07-18 18:35:06.366091,70,1,3.06,117176.85,101172.91,0.7362,1
2025-06-16 18:35:06.366091,76,1,3.24,63023.57,60430.66,0.4439,1
2025-09-19 18:35:06.366091,92,2,4.42,82417.47,73343.0,0.4845,0
2025-04-06 18:35:06.366091,2,2,5.0,92489.29,76794.4,0.8957,0
2025-03-08 18:35:06.366091,170,2,4.11,191550.08,166616.58,0.4682,0
2025-03-26 18:35:06.366091,74,2,3.85,219743.43,184498.27,0.8944,1
2025-08-20 18:35:06.366091,49,1,2.66,121705.14,115843.72,0.4673,0
2025-01-11 18:35:06.366091,140,2,4.01,220940.59,189787.26,0.5065,0
2025-04-29 18:35:06.366091,22,1,2.81,114316.25,104500.43,0.5668,0
2024-12-03 18:35:06.366091,6,0,3.46,73829.02,71172.8,0.5486,0
2024-12-25 18:35:06.366091,46,1,3.54,82865.31,80256.33,0.0814,0
2025-04-05 18:35:06.366091,157,1,4.16,70213.53,67527.6,0.2524,0
2025-01-23 18:35:06.366091,136,1,3.65,48301.18,43685.98,0.446,0
2025-03-27 18:35:06.366091,96,0,3.51,60138.76,58741.23,0.3628,0
2025-09-11 18:35:06.366091,47,2,3.57,160614.94,148085.11,0.2035,0
2025-01-16 18:35:06.366091,172,1,3.7,101459.33,90781.2,0.5869,1
2025-02-04 18:35:06.366091,168,0,3.8,46889.7,44406.91,0.768,0
2025-06-12 18:35:06.366091,94,1,3.44,88429.69,85212.63,0.2983,0
2025-08-31 18:35:06.366091,145,1,3.35,103117.85,94079.29,0.5791,1
2025-07-31 18:35:06.366091,186,0,3.58,74453.8,72318.63,0.4735,0
2025-01-29 18:35:06.366091,108,0,2.75,119262.03,119404.5,0.3614,0
2025-05-31 18:35:06.366091,155,2,2.88,114005.32,96136.92,0.7634,0
2025-02-26 18:35:06.366091,114,0,3.26,51518.24,48508.46,0.8919,1
2025-09-24 18:35:06.366091,23,2,3.62,180962.68,155445.27,0.8696,1
2024-12-11 18:35:06.366091,47,2,4.24,106739.49,96859.7,0.48,1
2025-10-28 18:35:06.366091,199,1,3.6,47336.72,41811.75,0.8333,1
2025-08-16 18:35:06.366091,56,2,3.37,174070.84,144434.21,0.5421,1
2024-12-23 18:35:06.366091,116,2,4.99,113029.78,95530.19,0.7407,0
2025-02-12 18:35:06.366091,22,1,3.63,83743.9,74209.55,0.7249,1
2025-06-16 18:35:06.366091,58,1,4.24,130039.97,115675.47,0.5566,0
2025-05-11 18:35:06.366091,120,0,2.65,108956.36,109159.89,0.3239,0
2025-03-15 18:35:06.366091,81,0,4.22,132038.17,119507.91,0.7598,0
2025-06-13 18:35:06.366091,138,0,4.09,76979.48,75802.9,0.795,1
2024-12-12 18:35:06.366091,189,0,4.3,114377.84,110155.68,0.5641,0
2025-04-14 18:35:06.366091,57,0,3.91,55603.62,54097.83,0.4906,0
2025-02-03 18:35:06.366091,4,1,3.57,101195.64,89460.05,0.6888,0
2025-09-15 18:35:06.366091,84,0,3.77,60397.92,59045.64,0.7254,1
2025-09-25 18:35:06.366091,64,1,2.74,98367.86,94097.52,,0
2025-07-29 18:35:06.366091,125,2,4.9,151143.85,131350.14,1.0,1
2024-11-24 18:35:06.366091,98,2,4.67,148342.46,132411.54,0.1904,0
2025-10-31 18:35:06.366091,49,1,3.35,96486.77,87578.83,0.748,1
2024-12-23 18:35:06.366091,27,0,3.51,118972.67,112920.09,0.6801,0
2024-11-18 18:35:06.366091,81,0,4.13,58245.54,60420.72,0.1888,0
2025-09-09 18:35:06.366091,104,2,4.6,114476.96,97699.44,0.6348,0
2025-01-12 18:35:06.366091,23,2,4.07,120697.88,107631.09,0.4087,0
2025-07-28 18:35:06.366091,133,1,3.43,116607.69,112742.88,0.4713,0
2025-04-04 18:35:06.366091,136,1,4.49,128266.44,119784.89,0.7407,1
2025-02-01 18:35:06.366091,173,2,5.0,184635.91,151771.25,0.8949,1
2025-07-14 18:35:06.366091,44,2,5.0,130896.59,113129.84,0.5714,1
2025-03-24 18:35:06.366091,92,2,4.37,180712.22,157356.18,0.6932,0
2025-04-05 18:35:06.366091,146,2,5.0,102477.84,86846.11,0.647,0
2025-09-25 18:35:06.366091,29,2,5.0,204887.74,178375.47,0.5508,0
2025-07-08 18:35:06.366091,127,1,3.95,99623.11,93784.92,0.2773,0
2025-01-27 18:35:06.366091,113,2,4.34,222132.07,185684.78,0.7321,1
2025-04-04 18:35:06.366091,114,0,3.14,122604.37,115194.96,0.7537,1
2025-04-10 18:35:06.366091,23,2,4.86,212275.39,189766.5,0.4361,1
2025-06-01 18:35:06.366091,12,0,2.8,61947.97,62024.25,0.0966,0
2024-12-11 18:35:06.366091,91,1,4.54,70158.21,61839.08,0.7483,1
2025-07-07 18:35:06.366091,182,2,4.41,127949.85,109970.53,0.3559,0
2025-03-16 18:35:06.366091,40,1,2.36,95432.82,93319.61,0.412,1
2025-06-24 18:35:06.366091,72,0,4.32,47089.17,47413.53,0.4523,0
2025-01-29 18:35:06.366091,148,1,3.2,52861.44,45894.86,0.8155,0
2025-01-21 18:35:06.366091,84,0,2.99,81441.81,77641.81,0.7008,0
2025-08-18 18:35:06.366091,158,2,4.11,110585.9,92783.67,0.6939,1
2025-05-27 18:35:06.366091,164,2,4.38,229277.02,190630.8,0.6975,1
2025-10-08 18:35:06.366091,59,2,4.69,170308.43,154850.41,0.1407,0
2025-01-03 18:35:06.366091,23,2,3.49,148550.23,127189.58,0.6496,1
2025-02-21 18:35:06.366091,15,0,3.49,83092.77,79174.82,0.5625,0
2025-09-17 18:35:06.366091,103,1,3.71,86243.87,76824.17,0.7871,0
2024-11-18 18:35:06.366091,115,1,4.16,63687.56,58317.21,0.4163,1
2025-01-04 18:35:06.366091,93,0,2.35,112326.84,105752.63,0.5982,0
2025-08-13 18:35:06.366091,175,1,4.36,118876.62,114394.12,0.5701,0
2025-08-05 18:35:06.366091,55,1,3.78,120624.73,114461.42,0.7185,0
2025-09-24 18:35:06.366091,193,1,3.57,126531.16,113711.13,0.8619,0
2025-08-17 18:35:06.366091,199,1,3.28,73482.65,66933.68,0.535,0
2025-07-11 18:35:06.366091,122,2,3.92,81606.27,71222.18,0.5818,1
2025-08-27 18:35:06.366091,3,0,3.71,63257.13,63898.12,0.1845,0
2025-02-10 18:35:06.366091,91,1,3.54,109588.22,99761.93,0.5252,0
2025-10-02 18:35:06.366091,186,0,3.51,99841.97,91068.69,0.8882,1
2025-05-20 18:35:06.366091,197,2,4.34,182887.09,168751.14,0.2449,0
2025-06-15 18:35:06.366091,18,0,3.86,66394.15,67805.37,0.2258,0
2025-04-30 18:35:06.366091,148,1,3.91,109637.7,100015.87,0.5038,0
2025-07-30 18:35:06.366091,56,2,3.91,114139.93,103401.34,0.5968,1
2025-06-25 18:35:06.366091,68,2,3.48,95385.36,84749.64,0.3684,0
2025-09-07 18:35:06.366091,122,2,2.53,144103.86,116397.29,0.8541,1
2025-04-19 18:35:06.366091,79,1,3.97,83598.7,73093.94,0.8691,1
2025-05-17 18:35:06.366091,171,0,2.97,120359.84,109353.77,0.8558,1
2025-07-13 18:35:06.366091,9,0,4.29,69192.54,64548.76,0.8182,0
2025-08-15 18:35:06.366091,29,2,4.8,214232.73,182631.11,0.8028,0
2024-12-27 18:35:06.366091,102,0,2.86,103465.74,101973.99,0.5433,0
2025-07-09 18:35:06.366091,19,1,3.06,104994.42,96285.5,0.6274,1
2025-09-01 18:35:06.366091,109,1,3.88,112693.94,105366.16,0.3689,0
2025-01-04 18:35:06.366091,169,1,3.24,124462.06,117314.7,0.1251,0
2024-12-19 18:35:06.366091,44,2,4.29,130481.35,117098.47,0.2288,0
2025-07-01 18:35:06.366091,84,0,3.79,84599.13,81941.4,0.3746,1
2025-05-14 18:35:06.366091,171,0,2.72,102457.99,96566.42,0.6625,1
2025-08-06 18:35:06.366091,197,2,3.82,191132.57,160859.38,0.4821,0
2025-11-02 18:35:06.366091,181,1,3.73,48521.48,46128.95,0.5523,1
2024-11-12 18:35:06.366091,40,1,3.13,51585.08,45396.72,0.8635,0
2025-09-15 18:35:06.366091,54,0,3.26,79676.28,79870.03,0.1483,0
2025-08-09 18:35:06.366091,90,0,3.81,80080.86,75085.65,0.8342,0
2025-01-24 18:35:06.366091,38,2,4.54,211564.2,178999.86,0.8108,1
2025-02-10 18:35:06.366091,84,0,2.89,66093.22,62103.12,0.8371,0
2025-01-27 18:35:06.366091,143,2,3.82,127553.89,106874.51,0.5433,0
2024-12-17 18:35:06.366091,93,0,3.96,82240.63,80266.85,0.4024,0
2024-12-14 18:35:06.366091,114,0,3.06,55875.47,52022.11,0.5291,1
2025-09-30 18:35:06.366091,30,0,4.42,100068.35,100761.81,0.4815,1
2025-06-19 18:35:06.366091,72,0,4.71,84854.32,79771.27,0.549,1
2025-06-12 18:35:06.366091,109,1,3.59,58190.34,51666.67,0.7024,0
2025-05-16 18:35:06.366091,178,1,3.6,128954.15,119103.46,0.3419,0
2025-09-09 18:35:06.366091,20,2,4.86,381653.1164380378,103550.32,0.2889,0
2025-01-27 18:35:06.366091,47,2,4.19,160247.72,142684.46,0.6089,0
2025-10-16 18:35:06.366091,25,1,3.93,67521.32,63630.49,0.4554,0
2025-05-14 18:35:06.366091,161,2,3.02,143085.39,123386.34,0.8496,0
2025-03-06 18:35:06.366091,8,2,4.65,87251.49,72282.86,0.7993,0
2025-08-26 18:35:06.366091,74,2,4.51,125907.11,107657.17,0.7434,1
2025-05-26 18:35:06.366091,25,1,3.57,43502.45,40024.84,0.5528,0
2025-02-26 18:35:06.366091,84,0,4.59,64257.84,61961.01,0.6234,0
2025-03-04 18:35:06.366091,12,0,3.17,44679.34,43702.66,0.4237,0
2025-01-21 18:35:06.366091,181,1,3.34,66859.78,59658.41,0.7041,0
2024-11-22 18:35:06.366091,123,0,3.52,113648.69,112928.47,0.3995,1
2025-03-30 18:35:06.366091,171,0,3.13,78701.5,81995.44,0.1352,1
2025-08-15 18:35:06.366091,113,2,4.34,137982.29,123079.64,0.3041,0
2025-04-16 18:35:06.366091,23,2,4.23,95172.9,84009.6,0.4695,1
2025-09-10 18:35:06.366091,81,0,3.92,112076.24,110165.56,0.5525,0
2025-02-21 18:35:06.366091,1,1,2.97,57193.24,50469.4,0.7942,0
2025-04-22 18:35:06.366091,104,2,4.4,159325.43,141192.02,0.5494,1
2025-10-22 18:35:06.366091,40,1,3.84,90230.51,84097.84,0.7308,0
2025-09-18 18:35:06.366091,194,2,4.56,187105.52,162700.09,0.3702,0
2025-03-24 18:35:06.366091,191,2,4.65,169679.28,141616.61,0.4852,0
2024-12-03 18:35:06.366091,45,0,3.57,57487.33,52109.91,0.9031,1
2025-09-29 18:35:06.366091,126,0,2.06,87588.6,80349.41,0.9035,0
2025-06-19 18:35:06.366091,168,0,3.58,67054.19,65424.34,0.1951,0
2025-03-16 18:35:06.366091,52,1,3.25,66597.38,64588.05,0.2537,0
2024-12-20 18:35:06.366091,37,1,3.85,113724.24,109720.07,0.7303,1
2025-10-15 18:35:06.366091,54,0,4.3,57190.16,53556.51,0.8421,1
2025-10-14 18:35:06.366091,185,2,4.82,87750.61,76114.78,0.6239,1
2025-10-04 18:35:06.366091,90,0,4.17,107363.82,99685.82,0.9427,1
2025-07-29 18:35:06.366091,69,0,4.37,111725.87,113049.01,0.509,1
2025-03-06 18:35:06.366091,179,2,3.67,170492.4,144336.22,0.3304,0
2025-04-24 18:35:06.366091,174,0,4.1,77372.06,73495.28,0.7312,1
2025-04-14 18:35:06.366091,103,1,2.73,74425.43,67059.08,0.5462,0
2024-12-14 18:35:06.366091,150,0,2.24,108087.99,103735.74,0.8796,1
2025-07-26 18:35:06.366091,91,1,3.58,60653.84,52339.84,0.8825,1
2025-05-29 18:35:06.366091,45,0,3.63,124366.26,115635.65,0.6793,0
2025-07-28 18:35:06.366091,193,1,3.76,86637.81,81485.13,0.2683,0
2025-05-12 18:35:06.366091,142,1,3.54,43183.99,40056.46,0.6427,0
2025-09-26 18:35:06.366091,78,0,2.73,107618.06,103777.79,0.8578,1
2024-11-13 18:35:06.366091,29,2,4.52,135747.0,116835.12,0.731,1
2025-01-20 18:35:06.366091,93,0,3.82,84998.26,80244.37,0.6618,1
2025-02-12 18:35:06.366091,80,2,4.64,128588.74,109922.05,0.6475,1
2025-02-19 18:35:06.366091,199,1,2.9,99971.01,91493.62,0.6703,0
2025-01-13 18:35:06.366091,160,1,4.43,127102.07,117515.28,0.5196,0
2025-09-14 18:35:06.366091,67,1,3.42,128308.5,119577.64,0.6545,1
2024-12-27 18:35:06.366091,52,1,2.66,128010.33,109934.67,0.7821,1
2025-10-01 18:35:06.366091,165,0,3.61,56594.17,54967.57,0.2884,0
2025-05-18 18:35:06.366091,184,1,3.63,87979.34,78432.04,0.8181,1
2025-06-07 18:35:06.366091,64,1,3.24,63430.39,57288.96,0.893,1
2025-02-27 18:35:06.366091,33,0,3.95,120521.48,119335.05,0.2145,0
2024-12-13 18:35:06.366091,199,1,4.39,73114.29,67011.14,0.5443,0
2025-05-06 18:35:06.366091,112,1,4.7,79746.85,70705.69,1.0,0
2025-03-13 18:35:06.366091,132,0,3.81,102993.56,101921.0,0.5202,0
2025-06-18 18:35:06.366091,74,2,5.0,193660.12,175085.16,0.2553,1
2025-05-09 18:35:06.366091,141,0,3.8,73866.0,74853.35,0.3519,0
2024-11-19 18:35:06.366091,173,2,4.2,139082.43,118030.48,0.5983,0
2025-08-13 18:35:06.366091,151,1,4.02,118658.34,109094.8,0.5798,1
2025-09-10 18:35:06.366091,56,2,3.43,77540.23,69677.43,0.2712,1
2025-06-30 18:35:06.366091,132,0,4.5,79481.24,74561.04,0.6268,1
2024-12-19 18:35:06.366091,132,0,4.44,47228.37,46508.28,0.6821,1
2025-05-11 18:35:06.366091,159,0,2.59,74628.39,68325.75,0.3346,0
2025-07-15 18:35:06.366091,46,1,3.38,113244.09,105319.18,0.3676,0
2024-11-29 18:35:06.366091,175,1,3.33,58553.56,55352.24,0.4839,0
2025-10-07 18:35:06.366091,137,2,4.0,155179.43,129335.25,0.4432,0
2025-09-12 18:35:06.366091,192,0,4.47,73725.85,69549.7,0.8701,1
2025-01-06 18:35:06.366091,43,1,4.04,90882.09,83251.31,0.7954,1
2025-09-07 18:35:06.366091,195,0,4.11,48415.89,44881.65,0.6551,1
2025-06-19 18:35:06.366091,188,2,3.96,112290.71,94848.96,0.8493,1
